Study_Hours,Attendance,Previous_Score,Assignment_Score,Internal_Assessment,Quiz_Score,Sleep_Hours,Previous_GPA,Backlogs,Internet_Usage,Extracurricular,Participation,Final_Score
19,73,49,58,73,83,9,3.7822801835870186,1,Medium,Yes,Low,64.79951514309592
26,64,74,73,48,86,4,2.9207107462696538,0,Medium,No,Medium,71.87957402840834
18,85,90,57,81,62,8,3.419342687009049,0,Medium,Yes,High,78.99504142835454
30,87,88,56,67,43,7,3.9674231664183033,2,Low,Yes,Medium,67.36124326611935
32,61,71,85,50,66,4,2.100350700639948,0,Medium,No,High,71.68402353997939
27,65,46,67,53,57,5,2.1933891195751345,3,Medium,Yes,Low,50.655062046650855
18,68,60,52,78,60,6,3.440913482925512,0,Low,Yes,Low,64.42575234779949
28,92,59,77,94,67,9,2.5636500065909438,0,High,Yes,Low,72.87275597093003
6,84,65,55,86,74,4,2.368602793900198,0,Medium,No,Medium,70.8405293370043
30,72,43,93,93,61,4,2.078723759639459,3,High,Yes,High,62.68835788885238
18,68,85,93,58,79,5,2.0436934239724036,0,Medium,No,Medium,78.11902492395677
11,72,91,70,93,62,7,3.5489712062395817,2,Low,No,High,72.29900206400863
7,90,61,77,54,42,4,2.2688668547391,2,High,No,Low,63.50776185564851
27,70,54,89,67,79,4,2.9354412319423018,0,High,Yes,Medium,71.95722062260674
22,63,95,50,63,89,7,3.211793630358966,0,High,No,Low,72.41228122175416
39,93,79,85,47,49,5,2.8567036011376925,1,High,No,Medium,69.40531696735734
19,97,60,70,82,64,9,2.054213304672466,0,Medium,Yes,Low,71.76211675021216
29,63,54,92,48,91,9,3.5670030051758177,1,Medium,No,Medium,67.04099733828038
32,97,61,84,86,88,4,2.021026449083307,0,High,No,Medium,79.4067932901833
14,78,91,62,72,47,7,3.5237797887549682,0,Medium,Yes,High,72.88186950072725
21,65,67,98,72,94,4,3.7866089875762454,1,High,Yes,Low,73.45307851059461
26,93,53,59,58,50,6,2.8656798421143446,0,High,No,High,66.45857281100292
30,77,66,93,42,44,9,3.0710849461955965,0,Low,Yes,High,66.84639725632557
29,72,80,96,49,97,8,2.9539667852353073,0,High,Yes,Low,81.79943065845326
21,82,79,59,79,84,6,2.7784172372468774,0,Medium,Yes,Medium,77.33633966847768
17,78,97,95,86,92,4,3.7748490707407205,0,High,No,High,90.31623989006987
24,70,67,62,81,94,5,3.7878670213399808,1,Low,No,Low,70.56267535022143
29,60,65,86,40,76,9,2.6716327292830693,0,Medium,Yes,Medium,64.64951264672443
8,83,88,87,68,95,8,3.2301395080293958,0,Low,No,High,83.94907369823255
14,66,41,73,89,98,6,3.853815124291728,0,Low,Yes,High,66.134395336803
7,84,64,51,73,84,9,3.9241169978827033,0,High,Yes,High,67.51626805613411
22,80,95,71,90,77,7,3.017918080844095,0,Low,Yes,Medium,87.9227508351027
26,74,42,66,52,68,5,2.905649610568654,2,Low,Yes,High,55.15782473016388
38,60,47,85,93,44,6,2.5573886318570516,1,Medium,Yes,Medium,64.58143448340812
12,71,83,63,40,48,7,3.91774374638082,0,Low,No,High,63.31187548592796
23,66,72,59,73,98,4,2.2856286089457347,0,High,No,Low,69.7467928150705
10,74,81,84,68,87,7,3.15965915209545,0,High,No,High,77.1944435780823
30,80,91,74,87,41,6,2.5651005350372778,0,High,No,Low,76.45585622982061
38,78,74,52,86,40,6,2.5580165806955932,0,Low,Yes,Low,67.17299986365231
10,88,45,96,52,79,4,2.8099371747523767,0,Medium,Yes,Low,69.64812676631202
37,84,78,87,87,99,7,3.9975858716313093,0,High,No,Medium,83.95361806302674
26,92,91,66,88,90,7,2.109932613679644,0,Low,No,Low,85.77543001863553
25,91,62,61,92,69,4,3.157083636407063,0,High,Yes,High,73.50077224907989
10,94,64,73,68,50,7,2.1651443160705544,3,High,Yes,Medium,65.70455285510316
10,97,98,78,78,67,9,2.309041659981038,0,Medium,Yes,Low,89.09086460602508
8,85,89,92,63,83,4,2.8791258835457976,0,High,No,Medium,83.27221242098217
34,70,82,74,65,51,5,3.020920262692883,0,Medium,Yes,Medium,73.23096118726926
15,94,58,85,56,78,6,2.517584816729048,0,Low,Yes,Medium,73.43187518685598
34,67,44,75,46,65,5,2.6329142617488324,1,High,No,High,53.195362025164435
35,73,90,87,52,52,9,2.173934040511866,0,Low,No,Low,78.16654162079166
28,69,50,50,44,98,9,2.606439567688501,0,Low,No,Medium,64.64507288379937
13,61,95,69,65,47,8,3.933116878761088,0,Low,Yes,Medium,72.5381929561031
7,68,51,77,88,93,8,3.8894147633449636,1,High,Yes,Medium,69.62956992883827
35,62,49,65,42,67,8,2.66975658027397,0,Medium,No,Low,55.907189879671
28,80,47,96,46,97,4,3.1417078725575234,0,High,Yes,Medium,69.82210406103118
35,85,63,66,97,69,7,3.819190782221889,0,Low,Yes,Medium,76.42140250629504
10,67,99,89,88,48,9,2.0123676452817936,0,Medium,Yes,High,81.26545352390366
6,61,67,77,78,78,5,3.6213671406751837,0,Low,No,Low,74.44787959448954
24,65,80,61,92,70,5,3.896739105577838,0,Medium,No,High,73.56972483065833
32,87,75,76,40,97,5,2.182651468667114,0,High,Yes,Low,74.82530661315319
15,88,76,91,88,60,5,2.322895372065842,1,Medium,Yes,Low,77.59739907097655
8,85,60,96,56,95,8,3.921492605542711,0,High,Yes,Low,75.36256782941099
19,84,47,79,82,86,5,3.0750802872806924,0,Low,Yes,High,72.92829165281209
10,71,94,90,64,73,7,2.0283932689434474,0,Medium,No,High,78.36101329028398
34,64,48,83,98,94,8,2.5152639975270583,3,Low,No,High,64.9633250333275
6,93,86,86,42,70,5,2.8998873485377192,0,Medium,Yes,High,81.04896525168215
19,96,54,55,54,91,4,3.3858178220495354,1,High,Yes,Medium,64.24090137835105
15,74,87,56,68,64,6,3.466320756273599,0,Medium,No,Medium,73.62540984398002
12,95,85,81,92,51,6,3.9908430258509124,0,Medium,Yes,Medium,78.02397637699838
30,74,79,81,82,40,6,2.5750223987675183,0,High,No,Low,75.9001740843515
9,82,57,74,71,94,8,3.0764402037369507,0,High,Yes,Medium,70.5095363219449
10,65,81,82,65,61,5,3.06664709571921,2,High,No,Low,66.8472125130505
30,80,99,56,99,79,9,2.811290518894475,3,Medium,Yes,High,78.96068515597264
8,82,59,61,55,76,9,2.3383237876848404,0,Low,Yes,Low,66.4908162684161
23,75,45,65,64,86,9,3.954913126367685,0,Medium,No,Low,65.78997487218962
24,74,51,65,93,40,8,3.706634373333172,2,Medium,No,Medium,56.493474741484846
37,84,41,92,67,40,7,2.9966660565884746,0,Low,Yes,High,62.97638918133292
24,95,46,85,48,96,4,3.2064908453680596,0,High,Yes,High,70.16584358157913
16,70,55,62,95,81,4,2.454522107119325,0,Medium,No,Medium,67.07962240369515
5,74,42,56,95,93,6,3.087574140783494,0,Low,No,High,67.99179491704074
30,63,84,85,40,81,6,3.3899402662429514,0,High,Yes,High,74.83610289321359
18,80,42,96,68,60,9,3.0303340567731776,0,High,Yes,High,66.32626758991893
15,72,66,58,96,54,9,3.9805703411698827,0,Medium,No,Medium,71.34542259859234
17,81,89,81,61,56,6,3.2226833124954526,0,High,No,High,75.07859955824333
7,78,82,60,55,61,5,2.741947425184338,0,High,No,Low,72.59693464827409
37,93,79,57,80,77,7,3.5443040552316765,0,Low,No,Low,78.37447811951651
10,73,77,82,90,74,7,2.340925023163284,1,Low,No,High,74.25286562904998
14,63,72,72,83,84,7,2.769031627412533,0,High,Yes,Medium,77.61304853416533
9,86,67,74,90,55,7,2.6939179007551717,0,Low,Yes,Medium,72.96104493361794
27,88,40,57,93,47,6,2.8636141902155545,2,High,No,Medium,60.4102354792289
14,87,94,94,80,86,4,3.5635596518574526,2,Medium,Yes,High,85.59129824385927
6,94,47,71,46,56,6,2.968346064326815,0,Low,Yes,High,63.14888244890366
17,67,76,53,53,56,7,3.5880289005319255,0,High,No,Low,64.95241356098461
6,75,71,89,68,93,6,3.152977806279732,1,High,Yes,Medium,77.94170236893801
24,95,99,52,58,65,7,2.6841388693151105,1,Low,Yes,Low,74.86570687375307
5,89,87,78,58,52,8,3.619957487366945,3,Low,Yes,Low,71.0633311918772
13,77,82,90,41,56,9,2.4765793411061834,2,Medium,No,Medium,69.46319969739702
21,61,76,78,80,77,4,2.4487659595995908,0,High,No,High,74.5771223993785
13,72,43,83,84,56,8,3.0090058481096715,0,Medium,Yes,High,64.49336693234055
15,63,69,83,54,87,5,2.5216984919241776,0,Medium,Yes,Low,71.47312966638849
19,85,45,77,42,53,6,2.0181740699024324,0,Medium,Yes,Low,64.08508149239171
28,84,85,62,50,84,5,3.296595054597603,0,Low,Yes,Low,74.20994529577169
39,89,93,64,92,45,6,3.022187642944796,0,Medium,Yes,Low,81.46317483960841
34,70,58,72,85,74,9,2.891035628986322,0,Low,Yes,Medium,68.41072715216707
35,66,71,93,69,85,8,3.9339370292366307,1,Low,No,Low,72.43737067535452
9,90,48,75,96,53,9,3.1423983679258276,0,Medium,Yes,Low,76.302798690226
18,69,51,53,79,86,7,3.7268631555787692,0,Medium,Yes,High,65.53004839397849
15,98,50,75,57,47,9,2.2789004724103203,0,High,No,High,66.33502692257923
13,72,85,89,90,54,9,3.138412926258855,0,Medium,Yes,High,80.4904555436684
38,90,94,58,87,93,7,3.7359592534618056,1,High,Yes,Medium,85.61459941306919
16,66,55,54,41,66,6,3.166211514559796,0,Medium,Yes,Medium,57.36562002923551
39,95,40,81,71,52,7,3.436028356254003,3,Medium,Yes,High,61.28244374511439
39,79,84,69,47,88,8,2.7440871356244148,0,Medium,No,High,72.93286344348695
5,63,94,99,61,70,9,2.1848990340741334,0,Medium,Yes,Low,82.2178470744889
26,66,92,60,45,92,7,2.915800590254143,0,High,No,Low,72.87647888392492
33,60,60,64,51,95,9,2.788958781677715,0,High,Yes,Medium,66.04348496438374
12,72,69,81,86,74,8,3.734120364757895,2,Medium,Yes,Medium,67.86976009061061
15,81,52,77,96,99,5,2.4879906047049447,0,Medium,No,Low,77.71035918473021
18,80,73,71,79,45,8,3.933468455070216,2,High,Yes,High,62.21620729045034
34,81,43,90,75,44,4,3.916276239608992,0,Low,No,Low,64.39816905912765
39,87,67,66,54,61,4,2.4952632861428774,2,Low,No,Medium,60.53889681820079
25,68,77,75,67,97,4,2.696103910954641,0,Low,No,Medium,77.56607345250104
9,85,97,93,91,88,9,3.79111148174777,2,High,Yes,Low,87.68853976235175
23,68,70,56,96,62,6,3.933244441792215,0,High,Yes,Low,67.95842519391945
18,74,98,91,88,64,6,2.886878205672088,0,Low,Yes,Low,88.06881609006966
30,69,94,75,84,73,6,2.641994091281796,0,Low,Yes,Medium,78.75666701133323
8,83,66,74,57,65,9,3.0521880265030843,2,Medium,No,High,59.43761233501982
29,67,44,59,41,86,8,3.3755384127314696,0,High,Yes,Low,58.47727006773031
29,83,64,94,52,44,6,2.5469490307499596,0,High,Yes,Medium,65.46680256117209
22,75,42,68,84,65,5,3.4729463492381454,2,Low,No,Medium,57.81998071397832
12,85,72,60,93,59,4,2.103314714229282,0,Low,No,Medium,72.36530685412143
18,86,43,62,54,45,8,2.098588985528833,0,High,Yes,Low,54.50201230060798
36,96,64,57,59,45,4,2.7725754102910907,0,Medium,No,Low,64.41254482788356
37,63,59,89,68,98,6,2.706946384121441,0,Low,No,High,70.18943622549023
27,83,73,53,98,89,8,2.6312664307343043,2,High,No,Medium,73.47476637026608
19,78,65,96,81,57,7,2.98203952533782,1,High,No,Low,70.54250948849563
37,95,44,80,68,43,5,2.6414671646231422,0,Medium,No,Medium,64.91029279756404
29,98,74,77,42,56,6,2.384515836936184,3,Medium,Yes,Medium,68.22401540854241
21,69,67,60,58,96,6,2.6189390981772016,0,Low,Yes,High,70.56474554058433
37,84,68,92,42,53,5,3.9498085456204697,0,Low,Yes,Low,69.68657861571685
6,77,48,50,93,53,5,2.8222268339896974,0,Low,Yes,Low,59.722525363160365
18,78,91,98,53,52,7,2.8894255537166718,0,High,Yes,Medium,78.56835423184516
10,95,77,96,79,46,6,3.15308997990228,0,Low,Yes,Medium,78.65856175106583
10,69,89,87,98,83,9,3.966681536828453,2,High,Yes,High,81.45224691740306
7,92,45,73,94,94,6,2.483202552871526,1,Low,No,High,69.269429565094
11,64,58,96,43,54,4,3.3625642210648676,0,Medium,Yes,High,65.5645221126713
12,94,99,80,98,58,8,3.4319693870834485,0,Medium,Yes,High,87.9664331260263
19,93,83,90,99,82,8,3.214648833586132,1,High,Yes,High,91.06703336001834
33,92,96,95,91,86,4,2.1771566792732884,2,Medium,No,High,91.36212292368546
37,80,50,99,50,83,8,3.353744551655153,2,High,Yes,Medium,67.88237387284211
34,76,41,75,97,74,5,2.128189422072351,0,High,Yes,High,67.90201405258486
31,81,86,98,70,56,8,3.192285299099794,1,Medium,No,Medium,77.04079127259666
33,96,83,99,82,74,8,3.4791623544434853,0,High,Yes,Medium,89.18481859006826
37,74,83,54,71,58,4,2.421939781239901,0,Medium,Yes,Low,69.39106041736058
31,94,48,69,66,59,7,3.683244015085548,0,Low,No,Medium,68.0867292658966
37,87,60,90,69,75,8,2.0607076110660083,0,Low,Yes,Medium,75.80164632747056
8,66,63,60,82,74,9,3.687625727316612,0,Medium,No,High,68.31599425449953
26,91,73,82,41,71,8,2.92065810128553,0,Medium,Yes,Medium,74.48905225393592
6,70,61,99,88,97,7,2.435175879863289,0,Medium,Yes,High,78.01074612312487
14,69,42,87,48,87,4,2.267556289987936,1,Medium,Yes,High,60.005727512252754
9,68,51,76,67,83,7,3.906614335164745,0,Low,No,High,64.48658110327355
14,73,67,83,70,79,4,2.1453311751623136,0,High,No,Low,75.74499382975199
37,72,69,64,99,63,5,2.398186839871851,0,High,No,High,70.30855682496306
17,84,65,81,73,56,4,2.695644694866092,3,Low,Yes,Medium,64.20768058360933
35,61,87,70,95,46,5,3.240469697922241,0,High,Yes,High,74.52503425394629
28,94,60,95,54,82,5,3.0896021705521965,0,Low,No,High,75.69590175073029
19,66,67,54,87,89,4,2.251286984824628,0,High,No,High,69.74041151581608
33,80,95,55,64,40,9,2.579455967476429,1,Medium,Yes,Low,68.16689006234616
12,77,65,87,75,74,6,2.477503542172048,3,Medium,Yes,Medium,63.9987366443173
9,62,72,71,47,71,4,2.427085708980683,0,Medium,Yes,Low,63.966236948071966
33,98,60,67,48,75,8,2.8222886729599743,0,Low,Yes,Medium,71.81312627376418
8,70,74,63,97,52,9,3.408062905183314,2,Low,No,Low,66.07120379693205
16,98,91,59,97,45,9,2.434905864434472,0,High,Yes,Medium,76.19902058796453
6,83,73,95,76,97,8,2.733357759405963,0,High,Yes,Low,81.43401152226302
31,78,80,62,87,53,6,2.7818348536823247,0,High,Yes,High,73.71970792951
35,63,90,80,84,76,9,3.9529130588708203,0,Low,Yes,Low,80.28006921841148
30,85,86,79,78,87,5,3.909332713758138,0,High,Yes,Low,82.76143877487729
31,97,57,52,71,54,6,3.6002751655041516,0,Medium,Yes,High,64.27159190582992
9,91,97,79,97,86,8,2.48331784163837,0,High,Yes,High,87.74560802848791
24,98,50,55,91,43,6,2.1360746281833394,2,Medium,No,Medium,62.43637007282402
15,95,96,78,56,79,4,2.6338082754412495,0,Low,No,Medium,85.32574083533557
14,99,62,57,74,98,6,2.5335890988676617,1,Medium,No,Medium,76.17776000410369
10,96,87,93,76,55,5,3.011851600292788,0,Medium,Yes,Low,81.32882528261992
12,92,61,94,58,67,4,3.5554558201355864,0,Medium,No,Medium,76.98104596081238
27,95,56,92,83,55,7,3.716645877757716,0,Low,Yes,Low,74.7867758254711
30,62,44,93,68,43,8,3.689728170821017,2,Low,Yes,Low,56.903143926808625
16,68,83,82,98,84,8,2.7193511224461355,1,Low,Yes,Medium,81.98718408126292
30,67,50,66,46,65,6,3.374468686921366,0,Low,Yes,Medium,57.168092193040536
17,92,69,97,67,67,9,2.6256683950484403,1,High,No,Low,72.27239399730193
22,65,54,60,48,71,4,2.121811086470365,0,Low,Yes,High,60.45972309639153
29,98,66,62,67,84,7,3.4031305312058846,3,Medium,Yes,High,69.14714148859015
37,63,74,99,45,41,4,2.0196551051395755,1,Low,No,Low,64.77944630624604
16,72,72,60,68,70,8,2.818365174916977,2,High,No,Medium,65.9450626878744
8,61,59,80,97,42,4,2.6587585386041512,0,High,No,Low,68.40388692093039
9,64,55,77,56,93,7,3.386755077037705,0,High,Yes,Low,64.02598737587684
12,86,73,93,55,47,9,3.532490945520758,0,Medium,No,Medium,73.04502594879544
32,91,41,55,62,63,6,2.6081892719425674,0,Low,Yes,High,55.69487478630183
35,80,74,90,70,54,5,3.623254028889707,0,Low,Yes,Low,74.55261362097643
13,67,79,65,42,82,4,2.5878335210098675,0,Low,No,High,67.95451551194263
33,97,95,53,60,70,5,2.8926527199731225,0,Medium,No,High,78.98381803485448
18,67,67,84,65,48,8,3.4540370540282677,0,Medium,No,Medium,65.10388954075215
26,62,86,97,75,78,6,3.385840458449577,0,High,Yes,Low,79.70702692829697
15,62,78,75,81,84,6,3.9747369446244,0,High,Yes,Low,69.11788560148572
27,81,45,61,76,41,4,2.4503220484318637,3,Low,Yes,High,54.56500764206767
5,65,48,60,92,47,9,3.324635827079165,0,Medium,Yes,High,60.073200166411844
25,61,59,86,61,46,6,3.219363816551555,0,Medium,Yes,Medium,63.32448287564121
30,82,99,74,81,95,4,3.83019690898006,1,Low,Yes,High,82.31313852793056
27,61,40,67,51,83,4,2.31272428328975,0,Low,No,Medium,58.496124349706015
5,97,47,68,81,90,5,3.5035963271738657,0,High,Yes,Low,76.05549940702845
19,76,94,72,52,78,6,3.1365372325375365,0,High,No,Medium,76.93017456224761
25,94,62,87,50,81,4,2.549331739575811,0,High,No,High,75.75017781616329
13,93,42,67,93,96,5,2.948869828294348,3,Low,No,Low,65.20875795374822
13,82,43,75,55,55,7,2.667553194139596,0,Low,No,Medium,60.64628761990589
14,89,97,55,47,74,5,3.1586268055769215,0,High,No,Low,72.98731877208367
30,67,64,53,79,69,5,3.7780012216293315,0,High,Yes,Medium,66.97624360938693
39,81,86,93,98,49,4,3.138609968824404,0,Medium,Yes,High,82.96968115433079
29,95,77,78,96,77,8,3.263444836653168,1,Medium,Yes,High,79.21142722834787
30,64,54,83,79,57,8,3.0374956942294187,0,High,Yes,Low,64.39627564632384
15,72,60,66,84,89,9,2.102331012890952,0,High,No,Low,71.67217234519663
6,88,74,92,98,44,8,2.4657171137521887,0,Medium,No,Low,81.34773003192835
11,90,96,92,41,92,5,2.9840034588641657,0,High,No,Medium,88.10905440703704
22,75,92,65,69,68,9,2.6204705674894093,0,Medium,Yes,High,75.88174924190967
31,89,92,51,69,78,4,2.3635271955223884,1,Medium,Yes,Low,72.92070265226124
38,75,85,83,51,99,6,3.0082656838368766,1,Medium,Yes,Low,78.07693028064759
31,71,91,57,49,73,5,2.645619586895701,2,Low,Yes,Low,70.7697647980647
21,76,53,62,83,82,5,2.5162152863468297,2,Low,No,Medium,61.00450318935497
28,75,75,91,50,84,9,2.9279708348807616,0,High,No,Low,73.89080870142213
29,71,51,57,54,62,4,2.2665685161643463,0,Medium,Yes,Low,59.52192868849328
11,67,56,79,55,44,7,3.8554914661508146,1,Low,Yes,Medium,59.15719827050833
10,79,78,81,56,69,5,3.735404195838478,1,High,No,Medium,71.0599605434704
28,62,48,85,65,45,7,3.4152411714810706,1,High,No,Low,58.740227746602905
37,75,74,96,41,95,7,2.2124276551769126,0,High,No,Low,78.75509040370864
33,89,99,79,89,97,8,3.551754508939386,0,High,No,Medium,91.003327315615
26,82,52,50,51,85,4,3.615914656218038,1,High,Yes,High,60.0279846114158
30,87,54,92,90,83,7,3.535529235428675,1,Medium,No,Medium,77.12804833985143
32,99,57,88,65,43,4,2.227931774238482,3,High,No,High,64.1589702361916
25,64,90,66,62,68,8,3.287815914135529,0,Medium,No,Low,74.78504712175626
11,79,72,69,57,62,4,3.668649591498797,0,Low,No,Low,73.1034793569687
21,99,45,73,71,45,5,3.1547068024393354,0,High,Yes,High,63.51411606374067
24,60,98,99,88,71,7,3.292814750456178,1,Low,Yes,Medium,80.54994893443191
24,89,66,71,77,81,4,2.916726958852612,0,Medium,Yes,Low,76.24343847738008
26,80,62,78,96,57,6,3.0574146397681052,0,Medium,Yes,High,70.57899095394419
32,79,98,71,86,54,4,2.0687537167034504,3,Low,Yes,Medium,71.79484504209293
11,65,66,93,42,79,7,3.277926043946569,0,High,Yes,High,65.45158845935231
5,81,73,58,77,97,8,2.1628944257823184,1,High,No,Medium,73.03549550485624
36,77,95,86,42,71,8,2.870029188680447,0,Low,No,Medium,77.9840193943455
17,67,85,59,69,48,7,2.5853101953348157,1,Low,No,Medium,65.21527402171553
34,98,77,85,40,76,5,3.090855900423426,0,Low,No,Medium,79.88066636706435
27,91,53,86,69,49,5,2.266832671046414,2,High,Yes,High,67.63177453409223
23,92,75,77,84,59,8,3.3832868039466364,2,High,No,High,77.60768792804352
36,75,92,77,71,45,8,3.5900230738569405,0,High,Yes,High,75.49305693186741
34,71,47,91,67,87,7,2.326708899486313,0,Low,No,High,71.96763811702155
33,97,74,92,60,95,5,2.208626174703764,0,High,No,High,83.8677052975743
33,93,58,70,97,98,8,2.291030965574718,0,Medium,No,Medium,79.66676462503924
34,73,69,73,85,42,5,3.7542551237970034,2,Low,Yes,Low,64.01522784940909
20,95,53,91,52,81,8,3.0563785235127123,0,High,No,Low,68.52370641848971
23,92,98,89,66,50,4,2.9345219920150054,0,Low,Yes,High,84.27458291002797
22,82,59,51,75,82,6,2.2134236382047083,0,Medium,Yes,High,70.15827247305606
5,61,88,57,46,56,9,3.2991120135139234,1,Medium,No,Low,60.2487641434035
18,80,64,97,61,71,4,3.73599918379018,3,Low,Yes,Medium,68.38060267563479
6,61,79,76,49,43,9,3.656371738646906,0,Low,Yes,High,66.88329433682914
32,86,63,71,78,43,8,3.2521094179616026,0,Medium,No,Medium,67.73100244670917
34,68,53,86,92,56,6,2.150557433303347,0,Low,No,Low,71.28620734666454
8,60,65,76,54,80,6,2.224794054352026,0,Medium,No,Low,66.51943393328527
5,70,77,78,54,58,8,2.0986179742196494,0,Medium,No,High,68.44968293860347
12,62,62,52,43,44,8,2.5149584329849386,0,High,No,Medium,56.95057382588247
33,82,61,93,71,71,5,2.2713229343207555,0,Low,No,High,72.73249252771981
7,85,87,62,62,61,8,2.5200960805048678,0,Low,Yes,Low,72.50019193635042
36,63,96,94,94,95,7,2.7701161114379236,0,High,No,Medium,86.75890823056538
14,77,58,59,45,45,8,3.8859655681422716,0,Medium,No,High,55.81480946102547
14,65,85,85,63,74,7,3.220752119563384,0,Low,Yes,High,76.35606783474877
23,94,90,58,59,61,8,3.669947571365925,1,High,No,High,72.374130796443
38,81,42,76,97,40,5,3.4207030014246644,1,High,Yes,Low,63.52722619283291
37,74,81,83,76,59,7,2.2250062610532635,0,Low,No,High,72.48071932893696
27,81,58,50,59,61,4,3.4718408127478977,0,High,No,Medium,59.35490381899116
32,96,48,81,51,87,7,2.550197763118249,1,Medium,Yes,High,68.60315817905274
36,71,67,74,72,94,5,3.278215693989413,3,High,No,Low,70.93936119440743
11,97,59,78,67,50,9,2.681923947285977,0,Medium,Yes,High,71.00700429783504
33,77,84,56,47,52,7,3.995344526529318,0,Medium,No,Low,65.47121881029912
12,94,46,98,40,98,8,2.527102958993556,0,Low,No,Low,69.9209372932394
5,89,53,52,76,81,8,2.5582609415485393,0,High,Yes,Medium,66.35430790318782
7,83,48,69,61,42,9,3.8613445111247966,0,Medium,No,Medium,60.16503175491435
28,89,98,69,45,48,5,2.049288809272645,0,Medium,No,High,70.23461621191382
27,73,99,79,60,99,6,3.393377975746394,0,High,Yes,Low,81.52325985950417
12,65,94,84,71,51,8,3.4506527814717565,0,Medium,No,Low,74.82488807070607
7,62,96,84,74,62,4,3.6727571548207987,0,High,Yes,Medium,77.88518278563006
37,75,99,98,54,53,5,3.9488786212769504,0,Low,No,Medium,80.2413270405026
32,66,58,88,44,72,7,3.9512038383133046,0,Medium,Yes,High,64.37826444358573
12,73,86,76,99,57,7,2.130553515132928,0,Medium,No,Low,80.01174636440584
38,68,91,75,95,88,4,3.643678645505805,0,High,Yes,Medium,83.59941380606094
39,74,53,63,85,98,8,3.2926198673147624,2,High,Yes,High,66.00987343098964
36,80,95,66,89,80,5,3.2946842687461824,0,High,No,Low,84.33755076187586
28,94,77,67,87,48,4,2.2566998532293896,1,High,No,Low,74.67388123302027
18,61,92,94,45,62,8,3.3003743328913067,2,Medium,Yes,Medium,67.74240289850745
36,86,75,78,64,49,5,3.9649651612024956,0,Low,No,High,72.18594486168271
20,61,79,69,95,58,7,3.823637139078894,0,Low,Yes,Medium,74.4305210629344
8,94,56,76,85,86,5,2.878261321609701,0,Low,No,High,78.56497855860437
25,77,69,67,98,44,9,2.0798959465721887,2,Low,No,Low,67.54181758127056
18,73,48,53,95,86,6,2.7245869800004097,2,High,Yes,High,62.28342287650721
35,79,72,50,79,91,5,3.65278062320111,1,Medium,Yes,High,71.74263958846488
22,77,95,99,68,62,6,3.4029982029303323,0,Medium,No,High,84.81554686258357
11,69,91,50,46,69,5,2.918687311187913,0,Medium,No,High,68.58166389801913
14,84,64,75,79,64,6,2.110203070317662,0,High,No,High,72.90720829115685
11,61,53,94,52,67,9,2.8537894556466052,0,Medium,No,Medium,64.25039369132936
37,84,50,69,77,73,7,2.9380498794357672,0,High,No,High,65.42642959783264
27,92,92,72,57,84,8,3.857111065788272,0,Medium,Yes,High,81.20127175949568
25,95,74,59,41,95,6,3.2821722071643187,1,Low,No,Low,70.04577210823894
23,90,80,60,47,87,9,2.623305833309298,0,High,No,High,72.75215724467391
23,73,98,90,50,86,6,3.0506365289014425,0,Medium,Yes,Low,85.26766897832032
33,60,53,90,72,64,7,2.1321106156443204,0,Low,Yes,Medium,68.203114755461
22,75,69,54,93,49,6,3.945136471299474,2,Low,Yes,Medium,60.41300181832985
6,62,80,50,77,53,9,2.720119803861452,1,Low,No,High,61.73024244744731
5,94,43,66,87,81,9,2.9557347098262716,0,High,Yes,Medium,69.37287591089488
9,65,98,71,66,96,4,2.7105679484738454,0,High,Yes,High,79.61873553972808
24,84,43,83,59,85,7,3.3650234602324005,0,Medium,Yes,Medium,68.53483654700759
15,72,67,94,51,97,4,3.324464316659186,2,Low,Yes,High,69.01282984438559
6,93,47,90,82,69,7,3.4306446210582715,0,Medium,No,High,75.26706392259723
7,67,41,78,70,94,6,2.5362864592238417,0,Medium,No,Low,65.81198891011634
27,80,80,53,66,80,9,2.631336962328132,0,Low,No,Low,71.81897591057765
16,93,85,54,71,64,4,2.250502462192416,0,Medium,Yes,Low,75.12136111456846
24,63,61,60,49,53,6,3.311019943692225,1,High,Yes,Low,55.36498385296994
9,84,80,70,42,74,9,2.079594254671305,0,Medium,Yes,High,68.13871485854779
34,74,95,84,84,91,7,3.195364671046918,0,Low,Yes,Medium,86.37385196154295
13,63,94,61,66,87,9,3.7393917697032677,0,High,Yes,High,75.30850722273088
38,71,55,75,74,73,6,3.781664296579267,0,High,Yes,Low,65.8410859746945
39,91,68,68,70,49,4,2.8980755207399236,2,Medium,No,Low,68.24485966283316
26,91,88,94,54,74,4,2.9186073764261478,0,Medium,No,Medium,83.93887602678643
28,87,87,56,55,50,9,2.1539383660160345,2,High,Yes,Low,71.3277134131585
21,72,69,96,52,50,6,3.3415300508860715,1,Medium,No,High,69.2696570023849
14,90,51,56,88,60,5,3.6425188407456908,0,Low,Yes,High,65.41312986593945
34,73,74,75,74,60,7,2.489310109209426,0,Medium,Yes,High,70.08842124279643
27,79,50,89,91,61,7,2.842601763266729,0,Medium,No,High,70.41138879742729
36,77,85,54,50,84,6,3.677678673530541,1,High,Yes,High,68.4667427686427
21,88,89,70,98,46,5,3.7542409353245763,0,Medium,No,Medium,80.11756672770794
